Review,giai_tri,luu_tru,nha_hang,an_uong,van_chuyen,mua_sam
"Quán ăn ngon bổ rẻ, nhưng nhà nhỏ nên ăn uống hơi bất tiện",0,0,0,4,0,0
Chỉ sau đó họ nói với tôi rằng họ không có nó.,1,0,0,0,0,0
"Nước biển khá trong. Tuy nhiên ko có dịch vụ nhiều nên chưa quản lý tốt, tuy nhỏ nhưng lại có nhiều rác. Nên trải nghiệm đi cano tham quan quanh hòn khô, như vậy mới thấy được hết cái đẹp nơi đây. Mình đi từ sáng sớm để đỡ đông người nhưng rất tiếc ko được chiêm ngưỡng con đường nổi cắt ngang biển vì đúng thời điểm nước lên. Mọi người nên đi vào ngày đầu tháng hoặc giữa tháng",4,0,0,0,0,0
Chắc chắn mình sẽ quay trở lại vào dịp ghé đến Nha Trang lần tới.,0,0,0,0,0,0
"Đi du lịch Phú Yên trước rồi mới sang Quy Nhơn. Phú Yên ăn cái gì cũng rẻ hết, sang đây nhìn menu mình thấy hơi choáng chút vì chênh lệch. Tuy nhiên đó là so với Phú Yên thôi chứ mặt bằng chung các tỉnh du lịch khác vẫn hợp lý. Đi Eo gió hay Kỳ Co xong mệt ra ăn luôn chuẩn. Dọc dãy này cũng nhiều quán lắm. Tụi mình gọi cơm chiên hải sản, Tu hài và Mì xào. Cơm hơi mặn xíu nhưng hải sản tươi. Tu hài rất chắc , dai ngon. Phục vụ nhanh nhẹn.",0,0,0,4,0,0
"Tuyệt vời và đáng tin cậy. Rất thân thiện và hữu ích. Rất khuyến khích. Bất cứ khi nào tôi trở lại Việt Nam, tôi chắc chắn sẽ sử dụng",5,0,0,0,0,0
Mình về quy nhơn và đã thuê xe . Cô chú chủ rất vui vẻ nhiệt tình .mà giá cả rẻ xe ngon .m.n về nhớ thuê của cô chú này nhé .,0,0,0,0,4,0
"Phòng còn hơn cả tuyệt vời. Lớn và rất nhiều thoải mái. Tôi không biết gì về bữa sáng, Không áp dụng trong giá phòng. Vị trí tuyệt vời với nhiều dịch vụ 24/7 xung quanh và gần bãi biển",0,5,0,0,0,0
"Lễ tân phục vụ nhiệt tình, phòng sạch sẽ, thoáng mát, gần trung tâm và quầy thuốc tây nên rất tiện cho khách khi cần.",0,5,0,0,0,0
"Cửa hàng bán đặc sản Bình Định, có bánh hồng, bánh ít lá gai, nem, chả, tré, bánh tráng dừa, các loại hải sản khô, tươi, một nắng. Rất đa dạng, giá cả phải chăng",0,0,0,5,0,5
"Mình được cô chú chủ NN Phúc Thịnh giới thiệu sang đây thuê xe. 2 cô chú rất dễ mến, xe sạch sẽ đẹp đẽ, giá lại còn rẻ. 9h cô chú đóng cửa nhưng vẫn chờ bọn mình tới 9h30 tới trả xe :)) Tất nhiên là 5 sao rồi ạ :3",0,0,0,0,5,0
"Đã sử dụng Indochina Charm Travel để đưa đón sân bay của tôi ở Hồ Chí Minh đến và đi từ sân bay. 
Dịch vụ tuyệt vời đã sẵn sàng khi tôi đến và rất nhanh chóng đưa tôi đến khách sạn và sân bay. Muốn giới thiệu",5,5,0,0,5,0
"Thức ăn dưới mức trung bình so với giá họ đang tính. Nếu bạn muốn xé 2 miếng thịt trên đĩa thịt của họ hoặc món bánh manoushe khô nhất (bánh pizza kiểu Li-băng) mà tôi từng ăn trong đời này, thì hãy tự mình nếm thử. Nhưng đừng nói rằng bạn đã không được cảnh báo. Nhân viên đã ngồi xung quanh và trò chuyện thay vì phục vụ khách hàng. Các vũ công múa bụng cũng biểu diễn tối đa 5 phút, những lần khác họ chỉ ngồi, ăn và trò chuyện với những nhân viên phục vụ còn lại. Hãy tiêu hàng triệu đồng của bạn cho một bữa ăn đúng nghĩa ở một nơi khác. Đầu bếp hoặc chủ sở hữu cũng sẽ bỏ qua bạn nếu bạn không phải là người Ả Rập, tôi không ngạc nhiên khi chỉ có 3 khách hàng khác trong nhà hàng của bạn. Bạn đang ở Việt Nam .... hãy thức tỉnh chính mình",0,0,0,2,0,0
"Thực sự thì quán này không phải là một nhà hàng mà là một quán ăn hải sản thôi,vì nó không xây dựng cầu kỳ sang trọng như những nhà hàng mình đã từng đi qua. Nhưng phải công nhận một điều là quán nằm ở mặt tiền đắt đạo gần khu nghỉ dưỡng FLC nên khách du lịch đến đông ghê luôn. Hải sản ở đây đáp ứng yêu cầu của những vị khách khó tính về chất lượng vì nó cực kỳ tươi và ngọt tự nhiên, đồ ăn được chế biến rất nhanh và hợp lý nên rất vừa miệng. Cho nhà hàng 1 like.",0,0,5,5,0,0
"Đồ ăn ở quán này ngon bánh xèo bột dày, rau mầm tươi và xanh, ăn kèm với topping dưa leo và xoài rất hợp.Chả cá ngon.Giá cả 30k/1 cái. Dĩa 2 cái. Thái độ nhân viên: Hôm mình đi ăn quán không đông lắm nhưng mà mình gọi nhân viên xin đồ thêm rất khó khăn. Mình phải lặp lại đến 3-4 lần nhân viên mới mang ra mặc dù nhân viên đông.. Mình cảm thấy khá thất vọng và khó chịu",0,0,0,3,0,0
"Du lịch nhiều nơi nhưng chưa thấy nơi nào mà dễ sống, hiền lành, thoải mái như Quy Nhơn luôn. Cảm ơn bạn cho thuê xe máy tốt bụng đã hổ trợ mình rất nhiều trong máy ngày du lịch ở đây. Xe mới và chạy tốt lắm, LIKE",0,0,0,0,4,0
"Phòng khá cũ. Mình ở 2 lần 1 lần ở phòng bình thường thì thấy ok. 1 lần ở studio view biển thất vọng thực sự. View biển đã bị chắn bởi công trình (này thì không phải lỗi của khách sạn nhưng hơi bị trái so với kì vọng của mình). Phòng thì cực kì nóng nực. Lúc mới check in vô thì bật điều hoà đúng mode và nhiệt độ thấp nhưng vẫn cực kì nóng. Gọi nhân viên lễ tân thì bạn nói câu “biết sao không?” nghe rất chối với khách hàng. Đến ngày hôm sau qua đêm rồi vẫn nóng và gọi lễ tân lần nữa thì lại có câu trả lời tương tự về việc phòng hấp hơi nhiều kính, không chủ động hỏi khách cần quạt hay cho người lên check, phải để mình yêu cầu mà vẫn còn lưỡng lự. Thực sự sau lần này chắc sẽ không quay lại nữa.",0,1,0,0,0,0
"Resort nằm ngay khu Ghềnh Ráng của thành phố Quy Nhơn xinh đẹp đây hehe. Thích nhất view ngắm biển, sáng có thể ngắm bình minh miễn phí. Mình đi chung với gia đình, nên quyết định chọn resort này để cả nhà cùng nghỉ dưỡng thật thoải mái. Ở đây có nhiều dịch vụ hạng sang chất lượng để tha hồ chọn nhé. Món ăn của nhà hàng ở đây cũng rất ngon. Xung quanh cây cối nhiều mang lại một không gian xanh mướt luôn. Gia đình mình nghỉ dưỡng ở đây ai cũng thích. Giá khá cao, tầm 3 triệu đến 5 triệu. Nhưng đổi lại là những điều rất đáng để trải nghiệm. Resort cách sân bay Phù Cát tầm 35Km, xuống sân bay đi taxi vào là tiện nhất!",0,5,0,5,0,0
"Đây là Big C đầu tiên ở Bình Định, Với thiết kế tòa nhà đẹp, nơi đây có cũng bán khá đầu đủ giống như các Big C ở Hồ Chí Minh nên mình rất thích mỗi khi về quê có thể mua sắm đồ ở đây.",0,0,0,0,0,5
"Với các bạn ăn khỏe thì quán có cơm, rau salad và nước sốt ăn thêm, không tính thêm tiền.",0,0,0,3,0,0
"Quán câu cá khá thú vị, nhân viên vui vẻ thân thiện đồ ăn ngon chất lượng, địa chỉ cũng dễ tìm mọi người đến tham quan và câu thử
",4,0,4,0,0,0
"Nhắc Mộc Trà thì đa số ai cũng có nghe, quán rất là hót của Quy Nhơn, quán này rất là đông khách nhất là sáng với tối cở 19h, đến giò cao điểm đó là bạn hơi bị lúng túng vì khách đông đen. Ở đây có điểm tâm sáng nữa nhé, còn về nước thì ở đây khá là ngon tuyệt vời, thấy nhân viên pha chế làm chuyên nghiệp. Còn về nhân viên oder thì mình nói lần trước rồi mình rất thích cách các bạn phục vụ rất chu đáo, không gian của quán khá là rộng và đẹp. Về giá thì mình nghỉ quán thích hợp cho tầm trung trở lên tại vì chất lượng với view cộng với sự phục vụ tận tình nên giá cả có cao xíu. <3 <3 chúc quán phát triển hơn nữa nhé <3",0,0,0,5,0,0
"Lần đầu tiên được ghé đến Quy Nhơn, khách sạn có view rất đẹp, phòng sạch sẽ. các bạn nhân viên rất nhiệt tình, đặc biệt các bạn lễ tân luôn quan tâm và hỗ trợ cho gia đình mình nhận phòng sớm. Cảm ơn Fleur De Lys đã cho mình trải nghiệm tuyệt vời này <3",0,5,0,0,0,0
"Nhân viên phục vụ nhiệt tình, khách sạn yên tĩnh và gần bờ biển",0,5,0,0,0,0
"Chú chủ khách sạn rất dễ thương, nhiệt tình, thuê xe máy cực rẻ, còn chỉ mình chỗ ăn ngon nữa. Bạn tiếp tân lịch sự, dễ thương. Phòng 5 người ở thoải mái",0,5,0,0,0,0
"Thương hiệu gà rán nào cũng có kem của mình, Jollibee cũng vậy. Ăn gà rán xong thì ăn kem tráng miệng đi nè, kem béo béo thơm mùi sữa ăn thích ha, giá rẻ nữa, có mấy ngàn 1 cây to oạch, ăn 1 cây là no rồi. Mà kem khá ngọt nên ai không thích ngọt thì sẽ nhanh ngán ấy. Nói chung là với giá cả như vậy cho một cây kem như thế theo mình là hợp lí lắm rồi. À mà Jollibee hay có các chương trình khuyến mãi lắm ấy, với hay có chú ong Jollibee hoạt náo trước tiệm nữa nên trẻ con thích lắm!",0,0,0,5,0,0
"Ốc thập cẩm, ốc trộn giá từ 50k-70k Cháo hàu , cháo thập cẩm, ốc hương , sò điệp ...chế biến k thua nhà hàng Mọi người đi quy nhơn muốn ăn hải sản ngon và no hãy ghé quán này nhé.",0,0,0,5,0,0
"Buổi tối rất mát mẻ thoáng đẹp, Nv nhiệt tình. Mình đi tối mùng 3 tết rất đông nhưng các ban nhanh nhẹn. Đồ uống dở ẹt ko ngon, giá tiền là giá view thôi :) Phù hợp cho tâm sự nói chuyện sống ảo, ko phù hợp thưởng thức đồ uống",0,0,0,3,0,0
"Rộng, nhiều mặt hàng, đa dạng phong phú, và ... đắt",0,0,0,0,0,2
Rất khuyến khích.,0,0,0,0,0,0
"mọi thứ đều ok, không có chỗ nào để chê hết. khách sạn làm việc rất chuyên nghiệp, chu đáo",0,4,0,0,0,0
"đi du lịch trãi nghiệm mà chưa đến làng chài Nhơn Lý thì thật đáng tiếc mọi người nhé! Đồ ăn tươi ngon, rẻ. Dịch vụ homestay rất ok. Mấy quán café view xịn xò.",0,4,0,4,0,0
"Dịp đi du lịch ở Bình Định, thèm trà sữa nên lên foody tìm thì ra quán này nên vào uống thử Quán cũng dễ tìm, đường này nhiều quán trà sữa nhưng quán này đông nhất, phần lớn là người ta mua về Không gian quán rộng, mát mẻ Phần trà sữa nhiều topping, đầy luôn 1 ly, uống cũng được mà giá lại rẻ Nếu có dịp quay lại Bình Định mình sẽ quay lại đây",0,0,0,5,0,0
"Nhân viên nhiệt tình, phòng view hướng biển nhìn thoải mái, gần biển và trung tâm tp nên di chuyển tiện.",0,5,0,0,0,0
"minh chua thuê xe bên nào uy tín như bên này,anh chủ rất dễ mến nhân viên rất nhiệt tình,lần sau vào quy nhơn sẽ ủng hộ nhiều,rất tuyệt vời",0,0,0,0,5,0
"Chỗ ngồi đủ thoải mái nhưng các cabin có xu hướng nóng lên khá nhanh vào chuyến đi buổi sáng (full cabin). 
Về cơ bản, bị giam ở trong nhà, mặc dù bạn có thể đi bộ xung quanh bên trong thuyền.Trong chuyến trở lại của chúng tôi, một nhân viên đã đậu xe máy của mình tại một trong những khu vực xem (Chỉ có 2 người một lúc). lần tới",0,0,0,0,2,0
"Chả giò ""tươi"" của chúng tôi quá khô ... bánh crepe Việt Nam của chúng tôi rất nhiều dầu và họ để cả con tôm (mà không làm sạch chúng !!!!), mực nướng của chúng tôi đã nướng quá mức và nước chanh leo được cho là không tươi tươi ở tất cả ngoại trừ một loại nước trái cây siêu thị nguyên chất! Dịch vụ không tốt và vì vậy tôi sẽ không giới thiệu địa điểm này cho bất kỳ ai, ngay cả đối với khách du lịch thuần túy!",0,0,0,4,0,0
"Quán nhỏ ít món, ăn được, giá tương đối cao, điểm cộng là hải sản tươi. Món ốc nhảy tự nhiên, ăn dai dai ngọt ngọt. Đặt biệt có món ốc trộn theo như quảng cáo là ngon nhưng chưa thử.",0,0,0,4,0,0
"Đồ ăn được, ốc tươi
Cà na hôm nay mình ăn hơi nhỏ khui mệt 😅
Nước chấm hơi mặn
Nói chung là ổn thôi chớ hok có xuất sắc 😁
Được cái giá cũng hợp lý, ko mắc ko rẻ",0,0,0,4,0,0
"Đi ngang thấy quán trưng mấy chai nước lạ lạ đẹp mắt nên ghé vô quán uống thử, thấy nước trái cây ở đây ngon mà rẻ, thấy chất lượng không pha nước loãng nhách như mấy quán khác, lần sau sẽ ghé thử thêm nhiều món nữa.",0,0,0,0,0,0
Hòn khô là du lịch qua đảo ăn uống chụp hình thôi chẳng có gi đặc biệt.ai coi tiktok nhiều tàn bị lừa như mình vô hơi thất vọng ko như tưởng.vô thì kèo néo khách đi qua đảo để ăn nhà bè giá cao với lấy phí chở đi 100k nguời lớn là chủ yếu.còn đi vô quán cafe co co gì đo củng vậy tới ngay đường cục nhìn quán thất vọng quẹo ra.nói chung ko như là mơ titok review ảo.ở đây nên học theo bình hưng ai qua bè nào ăn thì chở qua miễn phí đã ăn rồi thì nên free chở qua vì củng khá gần.,2,0,0,2,2,0
"Thực phẩm tuyệt vời, bầu không khí rất thoải mái. Bạn phải thử bia và cocktail Rooster của họ. Dot và Reece, bạn đã thực hiện một ngày!",0,0,0,4,0,0
"Tôi đi xe buýt nước như một chuyến đi khứ hồi chỉ để ở trên sông và ngắm nhìn thành phố một cách dễ dàng.
 Đó là một hành trình buổi chiều yên tĩnh. Tôi nghi ngờ rằng khi các công nhân đang đi làm và trở về nhà thì đây sẽ là một trải nghiệm khác, nhưng như một sự kiện yên tĩnh sau bữa ăn trưa, tôi đã rất vui mừng vì tầm nhìn và chi phí thấp.",4,0,0,0,4,0
"Đón tiếp tụi m rất nhiệt tinh luôn. Vị trí khó tìm thôi. Còn lại tuyệt. Quán nhỏ ma khách đông v~.
Nếu lân sau có ghé lại quy nhơn m sẽ quya lại quán.
",0,0,0,5,0,0
"Tôi đã có một đêm thú vị ở đây, đồ ăn rất hấp dẫn, một nơi đáng nhớ khi đến Sài Gòn",0,0,0,0,0,0
"Quảng trường xanh, rộng và thoáng mát của thành phố biển Quy Nhơn, rất thích hợp cho việc đi bộ. Ở đây đối diện vs các con đường lớn của TP, các tòa nhà ngân hàng cao tầng, siêu thị Coopmart, có vị trí khá thuận lợi. Nơi đây là nơi tổ chức các hoạt động vui chơi như hội chợ, Tiger Remix, Bài Chòi,... I love this square very much! 😇. Let's go to Quy Nhơn City Square. It doesn't make you disappointed.
",5,0,0,0,0,0
"Con người Quy Nhơn thật là dễ thương và đáng mến, ai cũng chân chất thật thà và vô cùng dễ thương. Mình ở khách sạn Hoàng Hưng đường Nguyễn Lạc, giá phòng 400K, khách sạch sẽ và đẹp rất hài lòng. Sau đó hỏi thuê xe máy thì lễ tân khách sạn gọi cho mình chổ bạn Hoài Bảo, mình có nghe dịch vụ bên bạn tốt trước đó qua các bài review quy nhơn trên facebook, dịch vụ của bạn được đánh giá rất cao và sau khi trải nghiệm dịch vụ thì mình có thể cảm nhận đúng như vậy. Giao xe rất nhanh chóng, bên khách sạn gọi chỉ 10p sau là chúng mình đã có xe đi rồi. Lúc nhận xe thi thái độ phục vụ rất nhiệt tình và niềm nở, tư vấn cho gia đình mình đủ mọi chổ chơi và ăn uống ngon bổ rẻ. Còn giới thiệu các tour uy tín bên eo gió kỳ co nữa. Xe thì rất mới, sạch sẽ, mũ bảo hiểm rất đáng yêu và thơm. Giá cả theo mình là rẻ cho xe số 120K và xe ga 150K tính theo 24h bắt đầu từ lúc mình nhận xe, giao xe tận nơi và lấy xe tận nơi hoàn toàn ko tính thêm phí, mỉnh rất hài lòng khi thuê xe máy ở đây",0,0,0,0,5,0
"Là địa điểm tốt cho các tín đồ sống ảo: bãi biển đẹp, góc nhìn bao quát cả thành phố xinh đẹp, nước uống ngon. Bên cạnh đó bạn ghé thăm mộ Hàn Mặc Tử, mua 1 vài món quà lưu niệm bằng bút lửa. Đặt biệt là vào cổng miễn phí.    
",4,0,0,0,0,0
"Chỗ nghỉ sạch sẽ, phòng ốc rộng rãi. Đồ ăn sáng khá hợp khẩu vị miền nam. Ngoài ra mình thường gọi thêm đồ ăn lên phòng, đồ ăn phục vụ tại phòng tạm được.",0,4,0,4,0,0
"Quán có không gian ổn, đồ ăn tương đối nhanh, và vị đồ ăn ngon, dễ ăn. Đây sẽ là địa điểm mình sẽ quay lại.",0,0,4,4,0,0
"Kem Bảo Vân nằm ở con đường ẩm thực nổi tiếng nhất nhì Quy Nhơn-khu ẩm thực Ngô Văn Sở-Trần Độc. Mình tới đây hầu như lúc nào cũng chỉ gọi một món duy nhất là kem kí :))) Kem kí ở đây nhiều vị lắm nè: sầu riêng, bạc hà, dâu, dừa, socola, khoai môn...vị nào cũng ngon, mà còn được kèm thêm các topping hấp dẫn như mứt trái cây, đậu phộng rang nữa. Mùa hè nóng bức, mình lập kèo đi ăn kem kí nè, cả hội kêu một dĩa nửa kí rồi rưới cafe lên trên, cắn thêm miếng bánh ốc quế giòn rụm nữa. Cảm giác thật yomost :""> Nếu đi 2-3 người thì kêu dĩa nửa kí là được, 1 dĩa kem nửa kí ngon lành chỉ có 26k thôi. À mà quán không chỉ có mỗi kem kí đâu nha, còn có cả bánh tráng trộn, kem cuộn, chả nướng... nữa. Nếu muốn tìm 1 địa chỉ ăn vặt tổng hợp nhiều món thì Bảo Vân là lựa chọn không tồi đâu ạ ^^",0,0,0,5,0,0
Tôi thường ra quy nhơn du lịch tôi thường tới đây thuê xe máy phải nói rằng không có dịch vụ nào sánh bằng nơi đây xe mới giá rẻ lại còn được tư vấn nhiệt tình,0,0,0,0,5,0
"Tôi đã ăn trưa với một người bạn sau một vài năm vắng bóng khi dùng bữa tại nhà hàng này. Thật đáng buồn là thức ăn đã bị trôi xuống đồi. Trong khi món Cá hồi của bạn tôi được nấu ngon, thật đáng buồn là món thịt lợn cốt lết và bánh creme brulee của chúng tôi lại không. Thịt lợn đã chín quá và rất khô. Bánh creme brulee là sự nhất quán của trứng bác mặc dù phần trên là caramel rất ngon. Đĩa pho mát ở mức trung bình vì các loại pho mát có vị quá giống nhau.",0,0,2,3,0,0
"Vâng, tôi không phải là một người hút thuốc. Đôi khi tôi hút thuốc khi có bạn bè đi cùng. Chủ nhà hàng này bị sao vậy? Đây là thái độ phục vụ không thể chấp nhận được.",1,0,0,0,0,0
"Đây là lần đầu tiên tôi đến thăm Quy Nhơn, và trên đường đến bãi biển, tôi thấy quầy bar. Tôi yêu bia thủ công nên sau khi đi bộ bên bờ, tôi đã đi đến đó. Tôi đã gặp một người bạn tốt, người chủ. Anh ấy cực kỳ tuyệt vời. Thức ăn, bia và tầm nhìn rất tốt cho tôi.",5,0,0,0,0,0
"Hiện  tại đã tu sửa xong, tuy nhiên loại hình nghệ thuật này phổ biến ở vùng nông thôn Bình Định hơn là thành phố, đáng buồn là người dân thành phố chưa có sự quan tâm đúng mức đến loại hình nghệ thuật đặc sắc này",4,0,0,0,0,0
"Hậu mùa dịch nên ko có dịch vụ ăn uống tại khách sạn, chỉ phục vụ bữa sáng. Điều này hoàn toàn có thể thông cảm được.",0,4,0,0,0,0
"Cho thuê xe máy ngay sân bay Phù cát, rất thuận tiện, Cô chú cho thuê vui vẻ , ...
",0,0,0,0,4,0
"Con người Quy Nhơn đúng kiểu thật thà thân thiệt dễ gần, chất phát đậm chất Miền Trung luôn. Mình có thuê xe máy chổ này 3 ngày, xe mới, chạy tốt và lợi xăng lắm. 150K cho xe ga Vision đời mới . Hôm thứ 2 mình đi tới cầu thị nại thì ko may thủng lốp xe, gọi cho anh chủ, anh chủ chạy lên đổi xe khác và mang xe bị tụi mình đi thủng lốp về để vá, nhiệt tình dã man, vote anh 5 sao mạnh luôn",0,0,0,0,5,0
"Đưa vợ con mình đến Quy Nhơn chơi, 9h tối gọi mang xe đến bến xe Phương Trang thì được bạn chủ cho người mang xe đến rất nhanh. Xe chạy tốt, giá rẻ 120K cho xe số và 150K cho xe ga. Hỏi nhà nghỉ giá rẻ cũng được tư vấn rất ân cần và nhiệt tình, tặng bạn 5 sao chúc bạn ngày càng phát triển hơn nữa",0,0,0,0,5,0
"Phòng có mùi khó chịu khi nhận phòng..máy lạnh kêu to,ồn khó ngủ..bể bơi trên sân thượng 10 năm chưa thay nước.",0,1,0,0,0,0
"Trà sữa, cookie và soda là những món hình tới quán thường hay uống quán nhỏ nhưng phục vụ tốt cô chủ quán rất thân thiện với khách, còn anh chủ quán rất nhiệt tình thân thiện Quán cũng thường có của chủ quán xuống chơi",0,0,0,5,0,0
"Nước uống ở đây tương đối ổn, mình thích trà đào và món marshmallow chocolate gì đó, giá cũng hơi cao nhưng về độ cầu kì và độ ngon mình thấy ok, giá cả phù hợp với chất lượng . Tuy nhiên mình rất thất vọng về các món bánh, bánh ở đây y hệt bánh ở quán cà phê khác như friendship, marina, chè khúc bạch kiwi ( mình nghĩ quán lấy lại) và chất lượng bánh mình cũng ko thấy có gì ngon, nhạt nhẽo, ko đậm đà mùi vị, ăn rất chán, vì đi quán cà phê nào cũng có chừng đó món bánh, nhìn đến ngán luôn. mình rất mong quán có 1 menu bánh hấp dẫn hơn. Dù sao không gian khá yên tĩnh và rất hợp với style của mình. Chắc chắn còn quay lại nhiều nữa !",0,0,0,5,0,0
"Công viên nhỏ xíu xiu nhưng vị trí sát biển cực kì đẹp, đối diện với trường ĐH Quy Nhơn nên các hoạt động thể thao đá banh, bóng chuyền, bóng rổ,... trong công viên và sát bờ biển cũng rất sinh động. Có lẽ đây là nơi thể hiện rõ nhất sức trẻ của thanh niên Quy Nhơn, đặc biệt là vào sáng sớm và chiều. Ở đây tắm biển rất thích. Trên bờ có các quầy hàng rong nhỏ với mực rim, bánh tráng dừa nướng, cóc ổi xoài cũng khá ngon và siêu rẻ. Mình mua một miếng xoài to hay bánh tráng nướng chỉ có 3k :o~~~.
Tuy nhiên, người dân ở khu vực này còn hay xả rác nên nhiều lúc khiến bãi biển nhìn hơi dơ. Mong chính quyền có biện pháp khắc phục.",3,0,0,0,0,0
"Nhà xe làm này ăn ko có uy tính, mọi người đặt xe bên đây thì phải cân nhắc kỹ. Mình gọi điện đặt xe di đà lạt chuyến 12h nhà xe nói 11h30 cho xe đến đón, xong khoảng 11h30 nhà xe có điện lại nói là xe xuất phát trễ khoảng 12h30 sẽ cho xe đến đón, xong mình và người nhà chờ đến 12h45 vẫn ko thấy xe đến đón thì gọi điện cho nhà xe thì gọi miết ko ai nghe máy, làm mình và gia đình ngồi chờ trong sự ức chế vì ko có câu trả lời từ nhà xe, làm cho mình và gia đình lỡ mất các dự tính ban đầu, lần đầu tiên mình mới gặp phải 1 nhà xe cư xử ko xem khách hàng ra gì, làm ăn ko có uy tính, ko xem trọng khách hàng, nếu xe hay tài xế gặp vấn đề gì thì phải gọi điện báo khách hàng biết để xử lý chứ đằng này ko báo khách hàng gọi điện thì ko bắt máy ko 1 lời giải thích, mọi người đặt xe thì né né cái nhà xe Lạc Hồng này nhé.
",0,0,0,0,2,0
Cửa kính nhà tắm bị hít chặt lại khó mở nếu sử dụng nước nóng vào ngày lạnh.,0,2,0,0,0,0
"Phòng sạch sẽ, tiện nghi. Nhân viên phục vụ tư vấn nhiệt tình. Đồ ăn sáng có nhiều món thay đổi theo ngày",0,4,0,0,0,0
"Đây là địa điểm thuê xe mình rất tâm đắt ở quy nhơn. Cô chú rất nhiệt tình, vui vẻ, giá cả thuê xe lại rất sinh viên.",0,0,0,0,4,0
chúng tôi tới quán Ngon ăn. Món ăn tạm ổn nhưng chúng tôi không hề hài lòng chút nào với thái độ phục vụ của quán.,0,0,0,3,0,0
"Chúng tôi đã thử một số nhà hàng địa phương trên Khu Phố Cổ và tìm thấy một nhà hàng lãng mạn dễ thương ở phố Gia Ngư (cách hồ Hoàn Kiếm khoảng 5-10 phút đi bộ). Thức ăn là tuyệt vời và dịch vụ của họ là tuyệt vời. Nhân viên của họ đã chăm sóc chúng tôi và cho chúng tôi một số mẹo để thưởng thức món ăn một cách trọn vẹn. Tôi thực sự hài lòng, rất khuyến khích nơi này!",0,0,5,5,0,0
"Phòng cách âm hơi kém, nghe thấy khá rõ tiếng nói chuyện của phòng khác",0,2,0,0,0,0
Chợ bán hải sản tươi ngon nhưng giá hơi cao,0,0,0,0,0,4
Siêu thị Big c... Bán đủ đồ.. Người làm việc.. Đuổi hết là vừa.. Mất lịch sự.. Làm việc không tận tình.. Khách hàng là.. Rác.. Sẽ không bao giờ trở lại...,0,0,0,0,0,1
"Khách sạn sạch sẽ nhân viên thân thiện , vị trí trong trung tâm nên đi lại rất thoải mái . Xung quanh ks có nhiều quán cf nhà hàng khu du lịch",0,5,0,0,0,0
"Phong cảnh thiên nhiên hùng vĩ, non nước hữu tình, thích hợp vui chơi, tham quan, dã ngoại, phù hợp với tất cả mọi lứa tuổi
",4,0,0,0,0,0
"Tối thứ 7 ra bờ biển chill cùng người yêu tìm đến quán này khá ok, chúng ta đừng kì vọng đồ uống nha, bỏ tiền mua chỗ và view thôi. 
Mình gọi sữa chua hoa quả nhưng toàn dứa thôi, quán nên bổ sung menu cho phù hợp với khách du lịch",0,0,0,5,0,0
Có  ship  hàng hóa  thì  nhớ  thứ  ngày  đi nói  đợi  4 tiếng  là  có  hàng về  cho anh chị  mà  chờ  hoài  ko có  đành phải lên chở  về  mất  uy tín quá,0,0,0,0,0,2
Vì chỉ ở 1 đêm nên chưa thấy gì bất tiện,0,3,0,0,0,0
"Phòng đẹp, giường thoải mái, nhân viên rất dễ thương",0,4,0,0,0,0
Nước hồ bơi cảm giác không sạch lắm.,2,3,0,0,0,0
"Mình rất thích cách phục vụ ở nhà hàng Hoàng Thao, sạch sẽ, thoáng mát và phục vụ nhanh, đồ ăn tươi ngon mà giá lại mềm nữa.",0,0,5,5,0,0
"Đầu tiên là thời điểm thích hợp nhất để bạn đến Quy Nhơn là vào tầm tháng 3 đến tháng 9 nghe . Đặc biệt là trong khoảng thời gian này , biển Quy Nhơn rất trong xanh , thời tiết không quá oi bức như mùa hè và lượng khách đến đây cũng không quá đông . Nên bạn sẽ có thể cảm nhận trọn vẹn được hết vẻ đẹp bình yên của thành phố biển này. Thuê xe máy thì cứ lên Fb và google tìm là ra, địa điểm cho thuê xe máy hot nhất và được review nhiều nhất chính là dịch vụ cho thuê xe máy quy nhơn Hoài Bảo tại địa chỉ 27a Hoàng Hoa Thám. Cho thuê máy rất có tâm và nhiệt tình nha cả nhà, xe mới đi thoải mái, cứ yên tâm, có vấn đề gì bạn chủ xe sẽ có mặt hổ trợ liền nha",5,0,0,0,5,0
"Nhân viên phòng vé tuy hoà thái độ lồi lõm, vô văn hoá. Nhân viên phòng vé lê hồng phong cũng không kém. Chúc nhà xe làm ăn tốt với dàn bán vé mất dạy như vậy.
",0,0,0,0,2,0
"Phòng sạch sẽ, thơm, chị lao công cũng dễ thương hoà đồng. Cô chú chủ cực kỳ cute luôn á mọi người. View phòng đẹp, xung quanh yên tĩnh. Mọi người nên ghé nhaaaa.",0,5,0,0,0,0
"Dịp lễ quá đông vaof ngồi 1 tiếng mà không phục vụ nào hỏi thăm. Mình gọi vài lần cũng dạ dạ xong đi đâu mất tiêu. Vào trong chỗ pha chế mượn menu thì quản lý mới hỏi menu đâu, nhân viên bảo hết rồi. quản lý quán trình quá tệ dù nhân viên phục vụ nhiều.
",0,0,0,1,0,0
"Nhân viên phục vụ thái độ không lịch sự, còn nạt nộ khách",0,0,1,0,0,0
